"crop_code","species","Life.form","Habit","Life.span","Physiology","Category","Plant.attributes","temp_opt_min","Temp_Opt_Max","Temp_Abs_Min","Temp_Abs_Max","Rain_Opt_Min","Rain_Opt_Max","Rain_Abs_Min","Rain_Abs_Max","Lat_Opt_Min","Lat_Opt_Max","Lat_Abs_Min","Lat_Abs_Max","Alt_Opt_Min","Alt_Opt_Max","Alt_Abs_Min","Alt_Abs_Max","pH_Opt_Min","pH_Opt_Max","pH_Abs_Min","pH_Abs_Max","Light_Opt_Min","Light_Opt_Max","Light_Abs_Min","Light_Abs_Max","Depth_Opt","Depth_Abs","Texture_Ops","Texture_Abs","Fertility_Ops","Fertility_Abs","Al_Toxicity_Opt","Al_Toxicity_Abs","Salinity_Ops","Salinity_Abs","drainage_opt","drainage_abs","Climate.Zone","photoperiod","Killing.temp..during.rest","Killing.temp..early.growth","Abiotic.toler.","Abiotic.suscept.","Introduction.risks.","Product..system","Cropping.system","Subsystem","Companion.species","Level.of.mechanization","Labour.intensity","cycle_min","cycle_max","use.main","use.detailed","use.part","datasheet_url"
"9168","Raphanus caudatus","herb","erect","annual","single stem","vegetables","grown on small scale","12","26","10","37","1000","1500","800","2500","-","-","-","-","---","---","-","-","6","6.5","5","7.5","very bright","clear skies","very bright","cloudy skies","deep (>>150 cm)","medium (50-150 cm)","medium, light","medium, light","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)","tropical wet & dry (Aw), tropical wet (Ar)","short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","90","215","food & beverage","vitamins","seeds","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=9168"
"9175","Raphia hookeri","tree","erect","perennial","evergreen","materials, forest/wood","","24","30","14","36","3000","4000","2000","5000","-","-","8","8","---","---","-","200","5","6","4.5","6.5","very bright","clear skies","very bright","cloudy skies","medium (50-150 cm)","shallow (20-50 cm)","heavy, medium, light","heavy, medium, light","moderate","moderate","","","low (<4 dS/m)","low (<4 dS/m)","poorly (saturated >50% of year)","poorly (saturated >50% of year)","tropical wet (Ar)","short day (<12 hours)","no input","no input","flooding","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","365","365","material","fibres","leaves","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=9175"
"9185","Rauvolfia serpentina","herb","","perennial","","vegetables, environmental","","22","30","4","35","1500","3500","1100","4500","-","-","10","10","---","---","-","1000","5.5","7","5","7.5","cloudy skies","light shade","very bright","light shade","deep (>>150 cm)","medium (50-150 cm)","medium","medium","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)","tropical wet & dry (Aw), tropical wet (Ar)","short day (<12 hours)","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","240","365","food additive","condiment/seasoning","roots","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=9185"
"9213","Rhamnus prinoides","shrub, tree","erect","perennial","evergreen, single stem, multi stem","fruits & nuts, ornamentals/turf, medicinals & aromatic, environmental","","14","22","8","32","600","1000","500","1200","-","-","20","27","---","---","-","2000","5.5","6.5","5","7","clear skies","very bright","light shade","very bright","medium (50-150 cm)","shallow (20-50 cm)","heavy, medium, organic","heavy, medium, light, wide, organic","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)","tropical wet & dry (Aw), subtropical dry summer (Cs)",NA,"-15","-5","",NA,"","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","365","365","food & beverage","vitamins","fruits","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=9213"
"9228","Rheum palmatum","herb","erect","perennial","","medicinals & aromatic","grown on small scale, harvested from wild","-","-","-","-","-","-","-","-","-","35","-","45","---","---","-","-","-","-","-","-","","","","","","","","","","","","","","","","","temperate oceanic (Do), temperate continental (Dc)","","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","0","0","food additive","condiment/seasoning","roots","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=9228"
"9270","Rhynchosia minima","herb","prostrate/procumbent/semi-erect","perennial","multi stem","forage/pasture","","22","34","15","42","550","1000","450","1600","5","-","30","35","---","---","300","1000","7","7.5","6.5","8","clear skies","clear skies","very bright","cloudy skies","medium (50-150 cm)","shallow (20-50 cm)","heavy","heavy, medium","high","moderate","","","low (<4 dS/m)","medium (4-10 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells)","tropical wet & dry (Aw), steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs)","short day (<12 hours)","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","150","180","animal food (feed)","minerals","entire plant","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=9270"
"9279","Ribes hirtellum","shrub","erect","perennial","deciduous, multi stem","fruits & nuts","","10","22","5","25","800","1200","400","1700","-","-","-","-","---","---","-","-","6.5","7.5","5.5","8","very bright","clear skies","very bright","cloudy skies","medium (50-150 cm)","medium (50-150 cm)","heavy, medium","heavy, medium, light","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)","steppe or semiarid (Bs), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw), boreal (E)","long day (>14 hours)","-10","0","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","150","180","food & beverage","vitamins","fruits","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=9279"
"9282","Ribes nigrum","shrub","erect","perennial","deciduous, multi stem","fruits & nuts","grown on large scale","17","25","5","30","700","900","500","1100","50","45","65","68","---","---","-","1500","6.5","7.5","6","8","very bright","clear skies","very bright","cloudy skies","deep (>>150 cm)","medium (50-150 cm)","medium","heavy, medium, light","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)","steppe or semiarid (Bs), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw), boreal (E)","long day (>14 hours)","-28","-1","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","150","180","food & beverage","vitamins","fruits","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=9282"
"9285","Ribes rubrum","shrub","erect","perennial","","fruits & nuts, medicinals & aromatic","grown on large scale","10","22","5","25","800","1200","500","1700","-","-","-","-","---","---","-","-","6.5","7.5","6","8","very bright","clear skies","very bright","cloudy skies","medium (50-150 cm)","medium (50-150 cm)","heavy, medium","heavy, medium, light","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)","steppe or semiarid (Bs), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw), boreal (E)","long day (>14 hours)","-10","0","","","","home garden, large scale/commercial","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","150","180","food & beverage","vitamins","fruits","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=9285"
"9287","Ribes sativum","shrub","erect","perennial","deciduous, multi stem","fruits & nuts","grown on large scale","13","23","5","27","500","800","300","1100","-","-","-","-","---","---","-","-","6","6.5","5.5","7.5","very bright","clear skies","very bright","cloudy skies","medium (50-150 cm)","medium (50-150 cm)","heavy, medium","heavy, medium","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)","steppe or semiarid (Bs), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw), boreal (E)","long day (>14 hours)","-10","0","","","","home garden, small scale (manual)","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","120","150","food & beverage","vitamins","fruits","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=9287"
"9290","Ribes uva-crispa","shrub","erect","perennial","","fruits & nuts, medicinals & aromatic","grown on large scale","15","25","3","40","900","1300","500","1700","45","40","55","60","---","---","-","1500","6","7","5","7.5","very bright","clear skies","very bright","cloudy skies","deep (>>150 cm)","medium (50-150 cm)","heavy","heavy, medium","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)","steppe or semiarid (Bs), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw), boreal (E)","short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","-28","0","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","150","180","food & beverage","vitamins","fruits","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=9290"
"9291","Ricinodendron heudelotii","tree","erect","perennial","single stem","vegetables, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental","","20","30","14","34","800","4000","500","5000","-","-","10","12","---","---","-","2000","5.5","6.5","5","7","clear skies","very bright","light shade","very bright","deep (>>150 cm)","medium (50-150 cm)","heavy, medium","heavy, medium","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)","tropical wet & dry (Aw), tropical wet (Ar)","","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","365","365","food & beverage","vitamins","seeds","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=9291"
"9292","Ricinodendron rautanenii","tree","erect","perennial","deciduous, single stem","forage/pasture, fruits & nuts, environmental","grown on small scale, harvested from wild","18","30","10","40","500","800","400","1000","15","13","21","32","---","---","-","1200","6.5","8","6","8.5","very bright","very bright","clear skies","very bright","deep (>>150 cm)","deep (>>150 cm)","medium, light","medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells), excessive (dry/moderately dry)","tropical wet & dry (Aw), steppe or semiarid (Bs), subtropical dry summer (Cs)",NA,"-7","-1","",NA,"","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","365","365","food & beverage","vitamins","seeds","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=9292"
"9297","Robinia pseudoacacia","tree","erect","perennial","deciduous, single stem","ornamentals/turf, medicinals & aromatic","grown on small scale","15","32","6","40","450","700","300","1600","34","30","40","60","---","---","-","3300","5.5","6.5","4.5","8.2","very bright","clear skies","very bright","cloudy skies","deep (>>150 cm)","medium (50-150 cm)","medium, light","heavy, medium, light","moderate","low","","","low (<4 dS/m)","medium (4-10 dS/m)","well (dry spells)","well (dry spells), excessive (dry/moderately dry)","steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), temperate oceanic (Do)","short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","-35","-1","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","120","240","environmental","shade & shelter","entire plant","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=9297"
"9312","Rosa canina","shrub","prostrate/procumbent/semi-erect","perennial","","ornamentals/turf, medicinals & aromatic","grown on small scale, harvested from wild","-","-","-","-","-","-","-","-","-","-","-","-","---","---","-","-","-","-","-","-","cloudy skies","very bright","light shade","very bright","medium (50-150 cm)","shallow (20-50 cm)","medium","medium, light","moderate","low","","","","","well (dry spells)","well (dry spells), excessive (dry/moderately dry)","temperate oceanic (Do), temperate continental (Dc)","","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","0","0","food & beverage","vitamins","fruits","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=9312"
"9324","Roseodendron donnell-smithii","tree","erect","perennial","single stem","environmental","","23","31","17","35","1500","2500","1000","3000","13","13","17","17","---","---","-","600","5.5","6.5","4.5","7.5","very bright","very bright","very bright","clear skies","deep (>>150 cm)","medium (50-150 cm)","medium, light","medium, light","moderate","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells), excessive (dry/moderately dry)","tropical wet & dry (Aw)","short day (<12 hours)","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","270","300","environmental","shade & shelter","entire plant","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=9324"
"9326","Rosmarinus officinalis","shrub","erect","perennial","","ornamentals/turf, medicinals & aromatic","grown on large scale","18","30","8","38","600","1400","300","2700","35","30","45","50","---","---","-","1500","6","7.5","4.5","8.7","very bright","very bright","very bright","cloudy skies","shallow (20-50 cm)","shallow (20-50 cm)","medium, light","heavy, medium, light","moderate","moderate","","","low (<4 dS/m)","medium (4-10 dS/m)","well (dry spells)","well (dry spells), excessive (dry/moderately dry)","steppe or semiarid (Bs), subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)","short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","no input","no input","","","","home garden, large scale/commercial","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","120","270","food additive","condiment/seasoning","leaves","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=9326"
"9344","Rubia tinctorum","herb","climber/scrambler/scadent","perennial","","medicinals & aromatic","grown on small scale, previously widely grown","-","-","-","-","-","-","-","-","25","20","50","55","---","---","-","-","6.5","8","6","8.5","","","","","medium (50-150 cm)","shallow (20-50 cm)","medium","medium, light","","","","","","","well (dry spells)","well (dry spells), excessive (dry/moderately dry)","subtropical dry summer (Cs), temperate oceanic (Do)","","no input","no input","","","","home garden, small scale (manual)","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","0","0","material","dye/tannin","roots","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=9344"
